# BGI DATA EXTRACTION
# REQUEST : latitude =38.30000000/41.80000000  longitude =-84.90000000/-80.50000000  country=102
# source	lat(deg)	long(deg)	alt(m) 	g(mgal)
31020363 38.63330000 -84.56660000 287.7 979937.40
31020363 38.38490000 -84.56490000 250.5 979914.70
31020015 39.32690000 -84.56160000 201.6 980041.17
31020015 39.40040000 -84.56160000 183.7 980061.08
31020485 39.32290000 -84.56130000 213.0 980036.92
31020041 38.49160000 -84.55990000 305.1 979915.23
31020552 40.42190000 -84.55990000 284.4 980122.04
31020566 39.11710000 -84.55990000 239.9 979986.40
31020015 39.25830000 -84.55490000 251.9 980010.03
31020015 41.33940000 -84.55490000 218.4 980214.20
31020015 41.38280000 -84.55490000 220.7 980219.53
31020015 41.49960000 -84.55490000 243.4 980225.16
31020015 41.54290000 -84.55490000 251.5 980228.34
31020485 41.35460000 -84.55410000 219.7 980215.18
31020015 41.28940000 -84.55330000 216.0 980211.80
31020015 41.62930000 -84.55330000 265.5 980228.47
31020015 41.66540000 -84.55330000 267.6 980229.14
31020036 41.75330000 -84.55330000 290.2 980224.46
31020015 41.47310000 -84.55160000 235.5 980223.69
31020485 41.44160000 -84.55040000 227.6 980223.28
31020015 41.42660000 -84.54990000 221.6 980222.63
31020388 41.47330000 -84.54990000 235.9 980224.59
31020015 39.22130000 -84.54830000 252.1 980000.58
31020015 40.54660000 -84.54660000 269.8 980137.20
31020048 40.54660000 -84.54660000 269.5 980137.20
31020015 39.47140000 -84.54490000 195.7 980064.84
31020015 40.48710000 -84.54160000 268.5 980128.91
31020485 39.45960000 -84.53990000 188.0 980063.97
31020566 41.29630000 -84.53960000 217.9 980214.06
31020566 41.47030000 -84.53660000 225.2 980225.56
31020566 41.10630000 -84.53460000 221.0 980197.37
31020552 40.33940000 -84.53440000 296.9 980121.97
31020485 39.16710000 -84.53330000 160.0 980008.48
31020566 40.93160000 -84.53330000 229.2 980169.19
31020552 40.26690000 -84.53280000 309.4 980116.18
31020552 40.39290000 -84.53190000 300.2 980120.40
31020363 39.06660000 -84.53160000 238.0 979983.20
31020566 41.38460000 -84.52630000 216.4 980220.83
31020552 40.50190000 -84.52190000 266.4 980131.60
31020015 39.16480000 -84.51990000 150.8 980010.12
31020566 39.37910000 -84.51740000 225.9 980041.71
31020552 40.46530000 -84.51710000 276.2 980127.98
31020566 41.01910000 -84.51490000 222.8 980184.52
31020566 41.19410000 -84.51490000 219.5 980201.48
31020566 39.43730000 -84.51430000 191.4 980058.37
31020015 39.10230000 -84.51160000 167.4 979999.50
31020566 39.93240000 -84.51080000 318.8 980063.24
31020566 39.49840000 -84.50790000 255.7 980048.10
31020552 40.43690000 -84.50740000 284.7 980124.96
31020566 39.29030000 -84.50380000 254.8 980011.64
31020566 39.87390000 -84.50360000 310.6 980056.54
31020566 39.98310000 -84.50160000 316.4 980072.66
31020566 39.81740000 -84.50130000 317.6 980047.61
31020566 39.75910000 -84.50090000 293.2 980044.73
31020566 39.70790000 -84.50030000 289.6 980041.98
31020566 39.65660000 -84.49930000 245.4 980047.60
31020566 39.56040000 -84.49710000 274.9 980043.69
31020566 41.55030000 -84.49690000 242.6 980229.99
31020566 39.60930000 -84.49660000 274.3 980042.90
31020015 41.68010000 -84.49490000 271.7 980229.46
31020015 40.56790000 -84.49330000 266.4 980139.59
31020015 40.10810000 -84.49160000 300.5 980101.33
31020015 40.19480000 -84.48330000 304.1 980114.55
31020329 39.85990000 -84.48330000 324.3 980054.02
31020566 39.12530000 -84.48330000 249.0 979985.75
31020566 39.18510000 -84.47660000 173.1 980005.45
31020566 41.63660000 -84.47630000 265.2 980230.66
31020015 40.64110000 -84.47490000 255.0 980147.54
31020566 39.23190000 -84.47210000 188.1 980009.55
31020015 40.30590000 -84.47160000 305.9 980118.47
31020015 40.03590000 -84.46490000 311.7 980088.94
31020566 39.32390000 -84.46360000 206.7 980024.52
31020363 38.82990000 -84.45990000 174.3 979985.50
31020015 41.27530000 -84.45660000 216.3 980199.46
31020036 41.72330000 -84.45660000 275.8 980228.29
31020566 39.42530000 -84.45610000 234.7 980039.34
31020015 40.40760000 -84.45490000 298.9 980121.90
31020015 40.88830000 -84.45490000 234.0 980156.70
31020015 41.63440000 -84.45490000 254.2 980234.05
31020048 41.08990000 -84.45490000 220.0 980200.20
31020363 38.73660000 -84.45490000 264.9 979956.20
31020566 39.38810000 -84.45380000 258.2 980027.32
31020566 39.47080000 -84.45340000 199.0 980048.74
31020015 40.78630000 -84.44490000 243.8 980151.45
31020566 39.52990000 -84.44430000 236.5 980043.70
31020566 41.04740000 -84.43830000 219.5 980183.25
31020566 40.96080000 -84.43740000 224.3 980165.30
31020015 41.67960000 -84.43660000 262.6 980237.81
31020566 39.61430000 -84.43090000 283.5 980038.07
31020015 39.10340000 -84.42990000 146.8 980001.40
31020015 41.58640000 -84.42990000 241.6 980229.53
31020363 38.96830000 -84.42990000 171.6 979993.80
31020015 39.67980000 -84.42830000 268.4 980046.25
31020015 40.13140000 -84.42830000 302.7 980110.81
31020485 39.00380000 -84.42460000 246.8 979979.99
31020566 39.67180000 -84.42360000 253.3 980049.42
31020566 39.80310000 -84.42340000 306.0 980053.03
31020015 39.13830000 -84.42160000 245.4 979985.66
31020015 39.74560000 -84.42160000 296.7 980046.50
31020015 39.86680000 -84.42160000 319.4 980061.31
31020015 39.18630000 -84.41990000 242.7 979991.20
31020566 41.12130000 -84.41910000 216.1 980193.02
31020015 39.93460000 -84.41660000 307.8 980078.44
31020015 40.07290000 -84.41490000 301.4 980103.38
31020363 38.37990000 -84.41330000 246.0 979904.40
31020015 39.30310000 -84.41160000 192.8 980018.50
31020015 39.99010000 -84.40830000 296.6 980091.73
31020363 38.61330000 -84.40830000 202.1 979944.10
31020566 41.44190000 -84.40660000 216.4 980218.08
31020566 39.05040000 -84.40060000 149.7 979997.41
31020015 40.48010000 -84.39830000 274.6 980130.85
31020015 40.61190000 -84.39660000 256.6 980141.62
31020015 40.53790000 -84.38990000 265.3 980134.49
31020015 41.52110000 -84.38830000 218.7 980227.12
31020566 39.45910000 -84.38830000 200.6 980040.12
31020566 39.17040000 -84.38660000 264.9 979984.18
31020566 39.40010000 -84.38530000 259.1 980020.28
31020566 39.56030000 -84.38360000 210.3 980045.95
31020015 39.62290000 -84.38330000 221.9 980052.19
31020566 39.50480000 -84.38210000 209.4 980041.14
31020015 39.23730000 -84.38160000 265.5 979992.44
31020048 41.09330000 -84.38160000 217.4 980189.50
31020015 41.06340000 -84.37990000 219.9 980182.21
31020015 41.11910000 -84.37990000 218.7 980191.33
31020015 41.13590000 -84.37990000 219.0 980192.61
31020015 41.17980000 -84.37990000 219.2 980192.44
31020015 40.67760000 -84.37830000 263.0 980141.76
31020329 39.87160000 -84.37830000 305.1 980071.02
31020363 39.03160000 -84.37830000 153.6 979995.10
31020015 40.22760000 -84.37660000 296.1 980119.60
31020015 40.29060000 -84.37660000 303.1 980127.05
31020566 39.96380000 -84.37130000 302.1 980088.79
31020566 39.92030000 -84.36930000 314.6 980079.38
31020015 39.36930000 -84.36830000 246.0 980018.48
31020566 39.82380000 -84.36730000 303.6 980065.21
31020566 39.77460000 -84.36680000 290.2 980059.68
31020566 39.67240000 -84.36640000 244.1 980055.33
31020566 39.72330000 -84.36640000 262.4 980058.99
31020566 39.11040000 -84.36590000 182.3 979993.91
31020741 40.32880000 -84.36430000 292.3 980122.82
31020015 40.94690000 -84.36160000 224.5 980158.91
31020015 40.99110000 -84.36160000 221.3 980164.57
31020015 41.03480000 -84.36160000 220.4 980173.85
31020015 41.19430000 -84.36160000 219.3 980191.22
31020015 41.23790000 -84.36160000 213.2 980194.04
31020015 40.40780000 -84.35990000 296.3 980123.89
31020015 41.28660000 -84.35990000 210.2 980192.25
31020015 41.34040000 -84.35990000 218.5 980194.90
31020015 41.38410000 -84.35990000 219.6 980201.07
31020015 41.43080000 -84.35990000 216.6 980208.75
31020015 40.35010000 -84.35830000 292.4 980123.41
31020015 40.84680000 -84.35830000 235.6 980149.36
31020741 40.48050000 -84.35830000 274.9 980127.98
31020741 40.45170000 -84.35820000 284.3 980126.54
31020741 40.42250000 -84.35780000 296.5 980123.30
31020741 40.19750000 -84.35630000 298.7 980116.71
31020015 40.16910000 -84.35490000 291.4 980118.51
31020363 38.49990000 -84.35490000 207.9 979922.20
31020741 40.35220000 -84.35380000 292.6 980122.96
31020741 40.22680000 -84.35380000 290.7 980120.53
31020485 38.79290000 -84.35330000 163.6 979976.13
31020015 40.11860000 -84.35160000 284.3 980114.65
31020566 39.31840000 -84.35060000 281.6 980001.46
31020015 40.88840000 -84.34990000 231.3 980151.91
31020741 40.39320000 -84.34970000 294.1 980123.00
31020015 39.43710000 -84.34830000 242.6 980026.70
31020015 40.71430000 -84.34830000 252.6 980144.30
31020015 39.55660000 -84.34660000 203.3 980046.33
31020566 39.60530000 -84.34630000 218.8 980049.25
31020566 41.25330000 -84.34530000 218.8 980192.66
31020566 39.38240000 -84.34430000 254.8 980015.42
31020566 39.25180000 -84.34410000 236.2 980000.20
31020363 38.89990000 -84.34330000 256.3 979966.60
31020015 40.91760000 -84.34160000 228.6 980154.19
31020741 40.16870000 -84.33980000 292.9 980116.97
31020741 40.56830000 -84.33970000 267.6 980131.49
31020741 40.53950000 -84.33950000 264.8 980131.16
31020741 40.59000000 -84.33950000 260.2 980133.13
31020741 40.51050000 -84.33930000 270.9 980128.16
31020741 40.40820000 -84.33900000 297.1 980122.72
31020741 40.35380000 -84.33870000 293.5 980123.53
31020015 39.49340000 -84.33660000 226.7 980035.18
31020741 40.30700000 -84.33650000 302.3 980120.84
31020741 40.14650000 -84.33650000 297.7 980114.32
31020741 40.27080000 -84.33620000 295.3 980121.16
31020015 40.78590000 -84.33490000 243.2 980143.77
31020566 39.14860000 -84.33140000 154.5 980002.36
31020015 41.70940000 -84.32830000 255.3 980237.26
31020015 41.57190000 -84.32490000 218.4 980233.25
31020015 41.62140000 -84.32490000 223.7 980239.88
31020566 41.32630000 -84.32360000 223.4 980189.05
31020741 40.35530000 -84.32320000 295.0 980123.11
31020566 39.07910000 -84.32280000 263.7 979974.26
31020485 38.65540000 -84.32260000 219.4 979947.10
31020363 38.82990000 -84.31990000 270.4 979956.40
31020741 40.22730000 -84.31950000 300.5 980119.18
31020015 40.22780000 -84.31830000 300.2 980119.97
31020741 40.32920000 -84.31800000 305.4 980121.65
31020741 40.19800000 -84.31800000 302.3 980117.51
31020741 40.62080000 -84.31800000 258.1 980132.83
31020741 40.45270000 -84.31770000 287.7 980125.53
31020741 40.42320000 -84.31770000 298.4 980122.76
31020741 40.48100000 -84.31700000 278.5 980127.02
31020741 40.39370000 -84.31630000 297.7 980122.51
31020566 41.55740000 -84.30690000 220.7 980230.49
31020566 41.48530000 -84.30630000 221.0 980214.93
31020015 41.44190000 -84.30490000 224.0 980204.35
31020015 41.48530000 -84.30490000 220.5 980214.80
31020566 41.16490000 -84.30490000 216.7 980187.56
31020566 41.41290000 -84.30490000 225.6 980198.92
31020566 41.07790000 -84.30410000 220.4 980180.93
31020015 41.52840000 -84.30160000 223.4 980224.45
31020363 38.72160000 -84.30160000 170.7 979964.10
31020566 39.00990000 -84.30130000 150.6 979993.45
31020741 40.35820000 -84.30020000 299.0 980122.94
31020741 40.16920000 -84.29880000 300.5 980116.35
31020741 40.62080000 -84.29880000 260.6 980131.86
31020741 40.59050000 -84.29880000 266.0 980130.18
31020741 40.14730000 -84.29870000 296.5 980114.73
31020741 40.56870000 -84.29850000 274.9 980129.30
31020741 40.51070000 -84.29780000 273.1 980126.63
31020741 40.54020000 -84.29780000 267.3 980129.88
31020741 40.40880000 -84.29780000 296.8 980122.81
31020566 39.12560000 -84.29660000 252.1 979981.17
31020485 38.39040000 -84.29630000 220.3 979906.06
31020566 39.64730000 -84.29460000 214.9 980058.10
31020566 39.93580000 -84.29380000 266.7 980091.77
31020566 39.81840000 -84.29290000 261.5 980077.33
31020741 40.27370000 -84.29270000 299.6 980120.78
31020566 39.70230000 -84.29080000 257.6 980061.55
31020363 38.39330000 -84.28990000 221.6 979906.00
31020485 38.51630000 -84.28960000 277.3 979912.56
31020566 40.84390000 -84.28910000 235.0 980145.08
31020741 40.35880000 -84.28520000 299.6 980122.48
31020566 39.59010000 -84.28490000 210.9 980050.30
31020741 40.32970000 -84.28430000 308.7 980121.57
31020741 40.30030000 -84.28380000 310.2 980120.38
31020566 39.28980000 -84.28240000 249.9 980002.68
31020566 39.76130000 -84.28230000 288.6 980064.81
31020015 38.95110000 -84.28160000 151.7 979989.09
31020741 40.45320000 -84.27920000 294.4 980124.71
31020741 40.48150000 -84.27850000 282.2 980125.15
31020741 40.39430000 -84.27850000 294.1 980123.15
31020566 39.33590000 -84.27780000 233.5 980011.37
31020048 41.09660000 -84.27490000 220.1 980176.70
31020566 39.53380000 -84.27460000 262.1 980032.21
31020741 40.42370000 -84.27380000 298.0 980123.28
31020741 40.23870000 -84.27200000 297.1 980119.41
31020566 39.97980000 -84.27140000 282.2 980092.80
31020015 41.71060000 -84.26990000 240.0 980237.91
31020329 39.88490000 -84.26990000 295.4 980079.02
31020741 40.19850000 -84.26920000 299.6 980117.41
31020741 40.60550000 -84.26730000 292.3 980130.10
31020566 39.37360000 -84.26580000 205.1 980023.09
31020741 40.35880000 -84.26580000 303.2 980122.44
31020363 38.59660000 -84.26490000 172.5 979946.30
31020566 40.99040000 -84.26310000 221.0 980164.83
31020566 39.23160000 -84.25990000 257.3 979993.06
31020741 40.58020000 -84.25980000 272.1 980127.60
31020741 40.51130000 -84.25970000 276.4 980125.39
31020741 40.54050000 -84.25970000 270.6 980127.30
31020485 41.43810000 -84.25660000 225.5 980199.53
31020566 39.06330000 -84.25660000 271.9 979971.05
31020566 39.17660000 -84.25610000 243.2 979988.85
31020566 40.91830000 -84.25380000 227.4 980147.35
31020566 39.49080000 -84.25190000 289.0 980022.75
31020036 41.71830000 -84.24990000 247.8 980232.77
31020741 40.26520000 -84.24850000 292.3 980121.11
31020741 40.35920000 -84.24700000 305.1 980121.90
31020741 40.34470000 -84.24650000 303.5 980122.51
31020745 41.38380000 -84.24630000 204.2 980211.71
31020741 40.33020000 -84.24620000 307.2 980121.61
31020741 40.56280000 -84.24620000 274.0 980126.55
31020566 39.91060000 -84.24610000 300.8 980081.95
31020741 40.31570000 -84.24580000 299.9 980122.44
31020741 40.30100000 -84.24580000 292.9 980123.22
31020741 40.28300000 -84.24530000 292.9 980122.25
31020015 40.64210000 -84.24490000 289.2 980134.30
31020566 39.85940000 -84.24490000 280.4 980079.59
31020741 40.17330000 -84.24470000 268.8 980120.05
31020741 40.25130000 -84.24400000 285.2 980121.81
31020566 39.43530000 -84.24380000 227.4 980026.66
31020741 40.23620000 -84.24320000 286.2 980121.04
31020015 40.14630000 -84.24160000 266.4 980121.72
31020741 40.46730000 -84.24080000 292.3 980124.24
31020741 40.48170000 -84.24070000 289.8 980123.97
31020741 40.39500000 -84.24050000 298.7 980123.37
31020741 40.40970000 -84.24050000 294.4 980124.36
31020741 40.38020000 -84.24050000 302.6 980123.79
31020741 40.37280000 -84.24030000 303.5 980122.65
31020015 40.07710000 -84.23990000 275.5 980108.60
31020741 40.43900000 -84.23970000 297.7 980122.68
31020741 40.19520000 -84.23670000 276.7 980119.40
31020566 39.71040000 -84.23630000 220.7 980070.46
31020566 39.76710000 -84.23630000 232.6 980077.37
31020566 39.81280000 -84.23530000 269.7 980076.11
31020566 39.11340000 -84.23290000 234.4 979981.70
31020741 40.45320000 -84.23270000 296.2 980123.92
31020741 40.18580000 -84.23180000 283.1 980117.92
31020015 38.98380000 -84.23160000 248.1 979972.21
31020741 40.49650000 -84.23100000 282.5 980124.33
31020741 40.50400000 -84.23100000 282.8 980124.14
31020741 40.51850000 -84.23100000 277.6 980123.31
31020741 40.54050000 -84.23100000 274.0 980125.64
31020741 40.55470000 -84.23100000 269.1 980126.86
31020015 40.81640000 -84.22990000 240.7 980143.22
31020015 39.28080000 -84.22830000 226.5 980006.16
31020566 39.96540000 -84.22740000 289.0 980090.45
31020566 41.25290000 -84.22740000 220.4 980179.36
31020566 39.04130000 -84.22680000 271.6 979970.61
31020741 40.21450000 -84.22530000 293.5 980118.60
31020015 39.13260000 -84.22490000 161.9 979997.97
31020015 40.22830000 -84.22490000 301.8 980119.60
31020566 39.63760000 -84.22480000 302.4 980041.78
31020015 40.71490000 -84.22330000 256.3 980138.32
31020741 40.56950000 -84.22180000 272.4 980125.89
31020741 40.35970000 -84.22170000 309.3 980122.12
31020741 40.57900000 -84.22170000 275.8 980125.38
31020741 40.59850000 -84.22030000 269.1 980126.76
31020746 41.16600000 -84.21850000 221.5 980169.33
31020015 39.34590000 -84.21830000 251.2 980010.30
31020015 39.23560000 -84.21160000 246.9 979995.76
31020566 39.54990000 -84.21030000 276.1 980034.73
31020363 38.49990000 -84.20990000 191.4 979930.90
31020566 41.15740000 -84.20910000 222.5 980171.03
31020566 41.38410000 -84.20910000 213.7 980190.01
31020566 41.62790000 -84.20910000 227.4 980234.65
31020741 40.36830000 -84.20880000 309.9 980122.09
31020741 40.33070000 -84.20880000 312.1 980120.85
31020741 40.22020000 -84.20880000 272.4 980119.94
31020745 41.38400000 -84.20880000 213.6 980189.51
31020741 40.35970000 -84.20870000 313.6 980121.83
31020015 39.90830000 -84.20830000 305.3 980079.60
31020015 41.09330000 -84.20830000 220.7 980166.77
31020015 41.13690000 -84.20830000 218.7 980169.98
31020741 40.30150000 -84.20830000 297.1 980121.64
31020741 40.27320000 -84.20750000 312.7 980117.99
31020015 39.90330000 -84.20660000 305.0 980079.82
31020741 40.24800000 -84.20630000 305.4 980116.07
31020015 39.41980000 -84.20490000 245.7 980022.03
31020015 40.04130000 -84.20490000 255.4 980104.31
31020015 41.32610000 -84.20490000 216.0 980183.30
31020741 40.51130000 -84.20370000 285.2 980123.27
31020741 40.48230000 -84.20250000 299.9 980121.93
31020741 40.45300000 -84.20230000 301.7 980123.02
31020741 40.42400000 -84.20230000 299.0 980123.21
31020741 40.39500000 -84.20220000 309.0 980121.78
31020015 40.98310000 -84.20160000 223.0 980152.60
31020566 39.59530000 -84.20040000 287.4 980039.09
31020746 41.16600000 -84.20030000 223.1 980167.62
31020015 39.01860000 -84.19990000 268.2 979969.92
31020015 39.83410000 -84.19830000 268.4 980078.68
31020015 39.89060000 -84.19830000 303.3 980078.50
31020015 41.03540000 -84.19830000 221.6 980158.82
31020041 38.64830000 -84.19830000 289.6 979933.53
31020741 40.13520000 -84.19820000 291.0 980108.56
31020566 41.07860000 -84.19790000 221.9 980164.03
31020741 40.16450000 -84.19670000 300.8 980109.21
31020048 41.10160000 -84.19660000 220.4 980165.80
31020741 40.19380000 -84.19370000 293.5 980113.26
31020741 40.54420000 -84.19300000 277.6 980124.17
31020566 41.45690000 -84.19190000 219.2 980198.50
